Идентификатор рейса,Количество BSM в данном рейсе
8631103.0,432
8648752.0,36
8631109.0,324
8631110.0,89
8631111.0,89
8631112.0,73
8631115.0,81
8631116.0,243
8631117.0,88
8631119.0,93
8631122.0,99
8631124.0,62
8631126.0,54
8631128.0,51
8631129.0,76
8631132.0,78
8631135.0,48
8631136.0,56
8631137.0,58
8631139.0,100
8631143.0,75
8631145.0,66
8631150.0,315
8631151.0,104
8631153.0,91
8631157.0,262
8631158.0,58
8631160.0,71
8631161.0,46
8631162.0,122
8631166.0,381
8631168.0,210
8631173.0,40
8631174.0,38
8631175.0,34
8631178.0,106
8631180.0,121
8631181.0,66
8631183.0,71
8631186.0,44
8631188.0,48
8631193.0,41
8631195.0,55
8636994.0,45
8631198.0,72
8631201.0,463
8631202.0,39
8631203.0,45
8631286.0,70
8631290.0,43
8631297.0,35
8631298.0,34
8631299.0,83
8631301.0,51
8631335.0,61
8631337.0,62
8631341.0,51
8631346.0,277
8631348.0,80
8631349.0,84
8631350.0,45
8631353.0,49
8631358.0,27
8631359.0,74
8631361.0,43
8631362.0,68
8631363.0,52
8631367.0,57
8631368.0,61
8631370.0,53
8631487.0,178
8631489.0,51
8631490.0,80
8631492.0,41
8631494.0,73
8631496.0,78
8631498.0,51
8631500.0,217
8631501.0,52
8631503.0,91
8631504.0,122
8631505.0,38
8631506.0,37
8631508.0,38
8631509.0,42
8631510.0,312
8631511.0,110
8631512.0,31
8631514.0,33
8631515.0,224
8631517.0,86
8631518.0,85
8631519.0,55
8631520.0,144
8631521.0,129
8631525.0,79
8631526.0,35
8631528.0,36
8631529.0,87
8631530.0,54
8631535.0,35
8631536.0,43
8631537.0,48
8631540.0,60
8631541.0,59
8631542.0,70
8631543.0,167
8631545.0,108
8631546.0,84
8631549.0,150
8631554.0,144
8631557.0,72
8631560.0,46
8631561.0,32
8631565.0,111
8631568.0,30
8631570.0,12
8631574.0,52
8631575.0,22
8631579.0,64
8631580.0,52
8631581.0,61
8631586.0,33
8631590.0,31
8631592.0,110
8631593.0,32
8631595.0,48
8631597.0,17
8631598.0,62
8631599.0,24
8631601.0,55
8631607.0,60
8631611.0,53
8631612.0,45
8631613.0,89
8631615.0,46
8631619.0,51
8631622.0,117
8631628.0,211
8631629.0,34
8631630.0,58
8631634.0,79
8631636.0,46
8631637.0,117
8631639.0,100
8631640.0,76
8631642.0,76
8631643.0,112
8631644.0,26
8631648.0,57
8631654.0,260
8631658.0,46
8631659.0,15
8631660.0,57
8631662.0,61
8631664.0,44
8631666.0,21
8631669.0,87
8631675.0,63
8631676.0,243
8631677.0,101
8631679.0,224
8631683.0,134
8631684.0,108
8631686.0,64
8631689.0,44
8631690.0,65
8631692.0,41
8631693.0,87
8631694.0,57
8631695.0,43
8631698.0,51
8631699.0,57
8631700.0,53
8631702.0,21
8631703.0,70
8631706.0,76
8631707.0,112
8631709.0,79
8631710.0,73
8631712.0,156
8631713.0,51
8631715.0,101
8631716.0,54
8631718.0,78
8631720.0,79
8631722.0,51
8631723.0,58
8631725.0,60
8631726.0,198
8631729.0,75
8631730.0,76
8631733.0,128
8631736.0,108
8631738.0,93
8631739.0,324
8631741.0,153
8631746.0,46
8631748.0,42
8631749.0,47
8631751.0,88
8631753.0,41
8631755.0,48
8631756.0,41
8631757.0,63
8631758.0,105
8631761.0,26
8631763.0,88
8631764.0,137
8631765.0,55
8631767.0,59
8631769.0,60
8631770.0,141
8631771.0,28
8631772.0,67
8631773.0,98
8631777.0,290
8631781.0,151
8631782.0,63
8631788.0,46
8631790.0,76
8631792.0,49
8631793.0,133
8631795.0,53
8631800.0,73
8631801.0,49
8631802.0,64
8631808.0,95
8631809.0,126
8631810.0,33
8631811.0,80
8631816.0,66
8631819.0,159
8631820.0,73
8631830.0,35
8631831.0,74
8631832.0,55
8631836.0,127
8631842.0,40
8631844.0,53
8631845.0,142
8631846.0,131
8631849.0,41
8631853.0,53
8631854.0,41
8631855.0,62
8631860.0,97
8631862.0,43
8631864.0,65
8631865.0,55
8631866.0,64
8631869.0,70
8631870.0,87
8631871.0,51
8631873.0,90
8631877.0,104
8631879.0,67
8631882.0,77
8631889.0,67
8631890.0,105
8631891.0,92
8631892.0,110
8631893.0,45
8631894.0,52
8631895.0,81
8631898.0,82
8631900.0,62
8631903.0,62
8631906.0,57
8631912.0,224
8631915.0,58
8631918.0,42
8631919.0,63
8631921.0,45
8631923.0,39
8631924.0,79
8631925.0,56
8631927.0,83
8631930.0,33
8631934.0,104
8631935.0,47
8631937.0,413
8631940.0,44
8631941.0,134
8631942.0,60
8631945.0,111
8631947.0,88
8631962.0,289
8631964.0,310
8631967.0,94
8631968.0,80
8631969.0,55
8631971.0,80
8631972.0,242
8631977.0,94
8631978.0,89
8631980.0,81
8631982.0,65
8631983.0,53
8631986.0,47
8631987.0,72
8631988.0,185
8631989.0,75
8631991.0,45
8631994.0,56
8631995.0,90
8631997.0,61
8632000.0,64
8632005.0,310
8632009.0,105
8632014.0,47
8632015.0,256
8632018.0,59
8632019.0,118
8632022.0,44
8632023.0,74
8632026.0,384
8632031.0,255
8632033.0,139
8632038.0,34
8632039.0,64
8632042.0,51
8632043.0,26
8632047.0,43
8632053.0,55
8632054.0,40
8632058.0,239
8632059.0,68
8632062.0,41
8632064.0,47
8632067.0,195
8632068.0,69
8632069.0,387
8632072.0,42
8632073.0,33
8632074.0,204
8632078.0,53
8632079.0,255
8632080.0,110
8632082.0,433
8632087.0,343
8632088.0,195
8632089.0,120
8632093.0,242
8632095.0,42
8632096.0,26
8632099.0,54
8632100.0,87
8632101.0,47
8632102.0,50
8632107.0,94
8632108.0,120
8632109.0,52
8632115.0,30
8632118.0,56
8632120.0,336
8632122.0,31
8632123.0,49
8632126.0,93
8632127.0,236
8632129.0,77
8632135.0,52
8632137.0,52
8632139.0,182
8632143.0,75
8632144.0,65
8632145.0,19
8632148.0,298
8632150.0,59
8632151.0,67
8632154.0,225
8632156.0,43
8632160.0,36
8632161.0,47
8632162.0,62
8632166.0,44
8632170.0,55
8632171.0,41
8632173.0,18
8632174.0,183
8632175.0,39
8632178.0,198
8632180.0,73
8632183.0,78
8632186.0,68
8632191.0,328
8632193.0,56
8632195.0,28
8632198.0,61
8632204.0,49
8650125.0,30
8632208.0,84
8632211.0,48
8632212.0,73
8632213.0,86
8632216.0,68
8632218.0,39
8632220.0,54
8632221.0,67
8632222.0,50
8632224.0,64
8632226.0,48
8632326.0,51
8632330.0,51
8632334.0,50
8632336.0,47
8632338.0,50
8632340.0,80
8632342.0,43
8632343.0,70
8632344.0,77
8632345.0,73
8632346.0,51
8632347.0,50
8632349.0,225
8632351.0,87
8632353.0,289
8632355.0,37
8632356.0,38
8632358.0,43
8632359.0,67
8632361.0,32
8632362.0,110
8632363.0,39
8632365.0,220
8632366.0,33
8632368.0,162
8632370.0,86
8632372.0,137
8632373.0,86
8632374.0,52
8632375.0,212
8632376.0,285
8632380.0,188
8632382.0,86
8632383.0,36
8632384.0,34
8632386.0,67
8632392.0,36
8632393.0,44
8632394.0,50
8632396.0,32
8632397.0,58
8632398.0,121
8632399.0,66
8632401.0,103
8632402.0,53
8632404.0,199
8632407.0,151
8632410.0,124
8632414.0,71
8632417.0,34
8632418.0,46
8632425.0,114
8632427.0,59
8632429.0,25
8632432.0,55
8632434.0,66
8632438.0,52
8632439.0,66
8632442.0,77
8632445.0,31
8632446.0,28
8632451.0,28
8632452.0,27
8632453.0,194
8632456.0,114
8632458.0,41
8632460.0,22
8632462.0,19
8632463.0,54
8632465.0,61
8632466.0,38
8632469.0,60
8632470.0,96
8632473.0,82
8632474.0,52
8632475.0,48
8632476.0,46
8632478.0,49
8632482.0,117
8631204.0,207
8632484.0,51
8632486.0,55
8632489.0,83
8632490.0,34
8632491.0,62
8632493.0,67
8632494.0,77
8632496.0,171
8632497.0,73
8632499.0,169
8632500.0,75
8632502.0,20
8632503.0,120
8632504.0,57
8632507.0,56
8649396.0,25
8632509.0,88
8632512.0,53
8632513.0,151
8632515.0,45
8632519.0,12
8632521.0,57
8632524.0,45
8632525.0,43
8632527.0,16
8632528.0,55
8632536.0,190
8632539.0,224
8632541.0,108
8632543.0,242
8632546.0,64
8632547.0,63
8632548.0,208
8632550.0,81
8632551.0,43
8632553.0,40
8632554.0,120
8632555.0,75
8632557.0,54
8632558.0,44
8632561.0,18
8632562.0,61
8632564.0,67
8632565.0,73
8632568.0,180
8632569.0,60
8632570.0,76
8632571.0,69
8632573.0,73
8632574.0,48
8632576.0,51
8632579.0,62
8632580.0,76
8632583.0,49
8632584.0,58
8632587.0,74
8632588.0,74
8632592.0,133
8632593.0,27
8632594.0,210
8632595.0,109
8632598.0,97
8632599.0,134
8632602.0,34
8632603.0,38
8632605.0,76
8632606.0,45
8632607.0,51
8632610.0,38
8632612.0,48
8632613.0,78
8632616.0,143
8632617.0,107
8632620.0,86
8649345.0,69
8632621.0,25
8632622.0,423
8632624.0,136
8632625.0,55
8649350.0,61
8632626.0,182
8632627.0,51
8632629.0,57
8632630.0,59
8632633.0,24
8632634.0,63
8632635.0,53
8632640.0,95
8632643.0,55
8632647.0,61
8632648.0,45
8632650.0,137
8632651.0,48
8632655.0,95
8632659.0,72
8632663.0,62
8632667.0,93
8632668.0,128
8632671.0,30
8632676.0,66
8632680.0,76
8632688.0,54
8632689.0,54
8632691.0,31
8632692.0,140
8632698.0,53
8632700.0,80
8632704.0,28
8632705.0,38
8632708.0,38
8632709.0,54
8632710.0,88
8649402.0,47
8632717.0,100
8632718.0,81
8632719.0,60
8632720.0,55
8632721.0,70
8632722.0,79
8632723.0,67
8632726.0,87
8632727.0,52
8632729.0,265
8632732.0,104
8632735.0,78
8632736.0,150
8632744.0,95
8632745.0,105
8632747.0,70
8632749.0,48
8632751.0,41
8632752.0,72
8632753.0,22
8632754.0,77
8632756.0,59
8632761.0,60
8632762.0,54
8632764.0,57
8632768.0,194
8632771.0,58
8632774.0,63
8632775.0,39
8632777.0,40
8632779.0,88
8632780.0,59
8632784.0,80
8632788.0,30
8632790.0,45
8632794.0,403
8632797.0,41
8632800.0,59
8632801.0,100
8632802.0,128
8632803.0,87
8632805.0,67
8632807.0,49
8632809.0,78
8632814.0,382
8632818.0,45
8632821.0,208
8632822.0,303
8632823.0,74
8632824.0,46
8632825.0,92
8632829.0,81
8632831.0,91
8632832.0,94
8632834.0,66
8632837.0,52
8632838.0,60
8632841.0,44
8632843.0,74
8632844.0,42
8632845.0,42
8632846.0,56
8632850.0,62
8632853.0,78
8632860.0,73
8632863.0,290
8632865.0,248
8632866.0,105
8632872.0,253
8632873.0,44
8632874.0,119
8632875.0,81
8632877.0,28
8632880.0,104
8632881.0,384
8632884.0,223
8632887.0,255
8632889.0,32
8632890.0,33
8632892.0,122
8632895.0,66
8632896.0,117
8632897.0,52
8632898.0,68
8632904.0,41
8632909.0,37
8632910.0,54
8632913.0,67
8632915.0,37
8632916.0,49
8632917.0,193
8632920.0,68
8632922.0,379
8632923.0,39
8632924.0,207
8632927.0,53
8632928.0,94
8632930.0,113
8632933.0,219
8632934.0,401
8632936.0,239
8632937.0,336
8632938.0,94
8632943.0,22
8632944.0,36
8632946.0,63
8632949.0,48
8632951.0,52
8632954.0,90
8632955.0,176
8632957.0,105
8632958.0,96
8632959.0,50
8632963.0,27
8632967.0,54
8632970.0,324
8632971.0,59
8632972.0,47
8632974.0,27
8632976.0,93
8632980.0,72
8632982.0,276
8632984.0,260
8632986.0,53
8632988.0,48
8632991.0,75
8632993.0,67
8632996.0,20
8632998.0,166
8633001.0,97
8633005.0,65
8633006.0,59
8633010.0,41
8649408.0,81
8633013.0,48
8633014.0,32
8633016.0,61
8633019.0,43
8633024.0,38
8633025.0,147
8633028.0,18
8633031.0,36
8633032.0,194
8633034.0,36
8633037.0,79
8633038.0,72
8633042.0,54
8633043.0,68
8633048.0,327
8633049.0,289
8633052.0,53
8633055.0,62
8637032.0,24
8633058.0,60
8633059.0,45
8633061.0,281
8633065.0,46
8633067.0,42
8633069.0,84
8633070.0,47
8633073.0,73
8633074.0,85
8633076.0,37
8633078.0,66
8633081.0,64
8633083.0,43
8633084.0,50
8633085.0,52
8633210.0,52
8633211.0,30
8633212.0,78
8633215.0,72
8633216.0,76
8633217.0,53
8633218.0,50
8633220.0,230
8633221.0,127
8633222.0,86
8633224.0,37
8633225.0,38
8633227.0,38
8633228.0,323
8633229.0,45
8633230.0,105
8633231.0,33
8633232.0,36
8633234.0,217
8633235.0,81
8633236.0,81
8633238.0,53
8633243.0,274
8633244.0,161
8633245.0,90
8633246.0,33
8633247.0,34
8633248.0,61
8633255.0,57
8633256.0,47
8633257.0,36
8633259.0,150
8633260.0,41
8633261.0,62
8633262.0,99
8633265.0,79
8633266.0,203
8633269.0,151
8633270.0,78
8633271.0,141
8633275.0,24
8633278.0,62
8633279.0,35
8633284.0,116
8633286.0,14
8633287.0,32
8633288.0,22
8633292.0,155
8633295.0,53
8633298.0,68
8633300.0,53
8633302.0,29
8633304.0,24
8633307.0,40
8633310.0,26
8633314.0,117
8633315.0,23
8633317.0,36
8633320.0,55
8633321.0,13
8633323.0,54
8633324.0,10
8633327.0,36
8633328.0,60
8633329.0,46
8633330.0,95
8633333.0,67
8633336.0,49
8633337.0,46
8633340.0,45
8633343.0,50
8633345.0,57
8633346.0,116
8633349.0,81
8633351.0,34
8633353.0,185
8633355.0,61
8633357.0,68
8633359.0,74
8633360.0,235
8633361.0,71
8633363.0,114
8633364.0,99
8633366.0,74
8633367.0,55
8633371.0,217
8633372.0,55
8633373.0,13
8633376.0,88
8633377.0,53
8633382.0,46
8633386.0,10
8633387.0,58
8633389.0,43
8633390.0,34
8633393.0,14
8633396.0,54
8633400.0,234
8633402.0,104
8633405.0,149
8633407.0,109
8633408.0,128
8633411.0,64
8633412.0,363
8633413.0,96
8633415.0,63
8633416.0,42
8633417.0,58
8633419.0,59
8633420.0,57
8633422.0,45
8633424.0,79
8633425.0,60
8633426.0,18
8633428.0,76
8633429.0,61
8633431.0,80
8633432.0,77
8633434.0,109
8633435.0,68
8633436.0,46
8633437.0,62
8633439.0,76
8633440.0,61
8633441.0,48
8633444.0,61
8633445.0,57
8633446.0,48
8633448.0,74
8633453.0,56
8633454.0,84
8633455.0,76
8633456.0,138
8633458.0,25
8633459.0,112
8633461.0,148
8633463.0,98
8633466.0,35
8633467.0,32
8633469.0,38
8633470.0,43
8633472.0,47
8633474.0,106
8633475.0,49
8633476.0,36
8633479.0,108
8633485.0,24
8633486.0,55
8633487.0,136
8633488.0,50
8633490.0,56
8633492.0,59
8633494.0,21
8633496.0,93
8633497.0,97
8633500.0,286
8633503.0,163
8633507.0,87
8633510.0,60
8633511.0,156
8633512.0,137
8633514.0,49
8633517.0,91
8633520.0,71
8633522.0,84
8633525.0,62
8633528.0,129
8633530.0,55
8633531.0,29
8633536.0,154
8633537.0,67
8633541.0,174
8633542.0,80
8633551.0,82
8633554.0,30
8633556.0,140
8633560.0,78
8633561.0,53
8633565.0,49
8633566.0,39
8633569.0,37
8633570.0,26
8633572.0,56
8633573.0,88
8633574.0,36
8633575.0,66
8649492.0,38
8633581.0,103
8633583.0,70
8633584.0,57
8633585.0,57
8633586.0,79
8633587.0,87
8633590.0,66
8633593.0,50
8633598.0,104
8633602.0,64
8633607.0,106
8633608.0,72
8633610.0,97
8633612.0,47
8633613.0,73
8633614.0,40
8633615.0,78
8633616.0,58
8633618.0,75
8633623.0,53
8633624.0,146
8633626.0,57
8633631.0,186
8633633.0,59
8633635.0,58
8633637.0,62
8633638.0,30
8633640.0,38
8633642.0,56
8633643.0,50
8633646.0,78
8633648.0,87
8633650.0,29
8633651.0,41
8633655.0,397
8633658.0,100
8633661.0,39
8633662.0,86
8633663.0,134
8633664.0,62
8633667.0,67
8633671.0,52
8633674.0,240
8633675.0,326
8633677.0,372
8633681.0,171
8633683.0,301
8633685.0,93
8633688.0,43
8633689.0,82
8633690.0,238
8633691.0,92
8633694.0,95
8633695.0,102
8633697.0,52
8633701.0,68
8633702.0,74
8633703.0,40
8633706.0,41
8633708.0,58
8633709.0,62
8633712.0,82
8633718.0,67
8633719.0,286
8633723.0,109
8633724.0,110
8633729.0,44
8633730.0,252
8633733.0,59
8633735.0,83
8633736.0,120
8633738.0,383
8633743.0,226
8633748.0,69
8633750.0,30
8633751.0,61
8633755.0,59
8633756.0,85
8633757.0,66
8633759.0,29
8633760.0,50
8633762.0,67
8631206.0,391
8633764.0,40
8633765.0,191
8631208.0,72
8633769.0,69
8633773.0,52
8633774.0,35
8633775.0,68
8633778.0,384
8633779.0,34
8633780.0,71
8633781.0,47
8633783.0,178
8633785.0,160
8633787.0,377
8633788.0,36
8633791.0,69
8633793.0,213
8633795.0,54
8633796.0,256
8633798.0,111
8633799.0,177
8633801.0,109
8633803.0,94
8633804.0,335
8633809.0,284
8631209.0,46
8633811.0,34
8633812.0,55
8633814.0,63
8633816.0,142
8633818.0,51
8633819.0,47
8633822.0,91
8633824.0,175
8633826.0,153
8633827.0,49
8633829.0,96
8633835.0,25
8633836.0,146
8633839.0,304
8633840.0,53
8633843.0,25
8633844.0,47
8633847.0,247
8633848.0,93
8633852.0,69
8633854.0,47
8633856.0,53
8633858.0,173
8633861.0,75
8633864.0,69
8633866.0,23
8633867.0,308
8633873.0,66
8633874.0,59
8633877.0,228
8633878.0,42
8633879.0,150
8633881.0,48
8633882.0,36
8633883.0,72
8633884.0,61
8633886.0,42
8633888.0,120
8633891.0,38
8633892.0,17
8633893.0,183
8633896.0,201
8633898.0,34
8633900.0,72
8633903.0,80
8633904.0,218
8633906.0,275
8633909.0,70
8633913.0,67
8633916.0,295
8633918.0,53
8633922.0,62
8633923.0,24
8633925.0,44
8633926.0,284
8633931.0,47
8633932.0,41
8633933.0,84
8633936.0,47
8633937.0,53
8633938.0,71
8633940.0,37
8633943.0,185
8633945.0,64
8633946.0,55
8633947.0,50
8633951.0,41
8650130.0,95
8633952.0,64
8634070.0,52
8634072.0,78
8634074.0,49
8634076.0,77
8634078.0,66
8634079.0,72
8634080.0,53
8634081.0,230
8634082.0,50
8634087.0,86
8634088.0,130
8634089.0,38
8634092.0,37
8634094.0,185
8634096.0,363
8634097.0,40
8634098.0,33
8634100.0,217
8634101.0,37
8634102.0,308
8634103.0,80
8634104.0,79
8634106.0,59
8634110.0,93
8634111.0,33
8634112.0,30
8634114.0,141
8634115.0,84
8634116.0,56
8634120.0,36
8634121.0,59
8634122.0,47
8634125.0,101
8634126.0,194
8634127.0,62
8634128.0,29
8634129.0,39
8634131.0,61
8634133.0,98
8634134.0,56
8634137.0,138
8634139.0,152
8634145.0,71
8634149.0,62
8634150.0,35
8634155.0,116
8634161.0,13
8634162.0,21
8631211.0,203
8634164.0,54
8634167.0,23
8634168.0,269
8634172.0,68
8634173.0,53
8634174.0,41
8634176.0,28
8634178.0,24
8634183.0,25
8634186.0,117
8634188.0,21
8634191.0,33
8634192.0,10
8634193.0,54
8634194.0,18
8634196.0,36
8634200.0,60
8634201.0,95
8634205.0,69
8634206.0,81
8634208.0,49
8634210.0,46
8634211.0,50
8631214.0,59
8634213.0,44
8634217.0,51
8634219.0,116
8634220.0,56
8634221.0,186
8634223.0,81
8634224.0,33
8634226.0,69
8634227.0,61
8634229.0,73
8634230.0,51
8634232.0,235
8634233.0,156
8634237.0,125
8634238.0,74
8634239.0,55
8634241.0,15
8634243.0,55
8634244.0,87
8634247.0,182
8634248.0,52
8634254.0,46
8634256.0,57
8634257.0,10
8634261.0,43
8634262.0,32
8634263.0,14
8634265.0,53
8634271.0,188
8634274.0,222
8634276.0,128
8634278.0,109
8631215.0,443
8634282.0,65
8634283.0,64
8634284.0,183
8634286.0,79
8634287.0,42
8631216.0,112
8634288.0,161
8634289.0,80
8634290.0,65
8634291.0,118
8634294.0,45
8634295.0,57
8634298.0,19
8631219.0,181
8634299.0,60
8634300.0,77
8634302.0,61
8634305.0,77
8634306.0,56
8634307.0,28
8634309.0,70
8634310.0,46
8634312.0,126
8634313.0,47
8634315.0,76
8634317.0,62
8634318.0,56
8634319.0,48
8634325.0,84
8634326.0,70
8634331.0,140
8634332.0,25
8634333.0,192
8634335.0,113
8650136.0,136
8634339.0,148
8634340.0,99
8634342.0,32
8634345.0,34
8634348.0,35
8634349.0,43
8634350.0,46
8634352.0,49
8634353.0,35
8634356.0,109
8634359.0,108
8634360.0,178
8634365.0,228
8634366.0,24
8634368.0,136
8634369.0,56
8634370.0,49
8634371.0,120
8634373.0,58
8634374.0,56
8634377.0,21
8634378.0,97
8634379.0,93
8634382.0,286
8634383.0,54
8634385.0,93
8634390.0,60
8634391.0,74
8634393.0,61
8634394.0,49
8634396.0,137
8634402.0,70
8634403.0,84
8634404.0,62
8631221.0,353
8634407.0,173
8634409.0,180
8634411.0,55
8634413.0,128
8631223.0,88
8634417.0,67
8631226.0,64
8634423.0,81
8634430.0,30
8634431.0,54
8634434.0,59
8634439.0,126
8634441.0,67
8634443.0,53
8634445.0,62
8634448.0,216
8634450.0,25
8634452.0,36
8634455.0,88
8634456.0,36
8634457.0,56
8634460.0,103
8634463.0,78
8634465.0,57
8634466.0,70
8634467.0,57
8634471.0,79
8634472.0,87
8634473.0,65
8634474.0,61
8634476.0,50
8634480.0,105
8634483.0,92
8634484.0,82
8634486.0,64
8634488.0,36
8634493.0,72
8634495.0,98
8634497.0,106
8634498.0,92
8634500.0,40
8634501.0,21
8634504.0,75
8634505.0,58
8634509.0,69
8634511.0,59
8634514.0,102
8634517.0,184
8634520.0,58
8634522.0,61
8634523.0,37
8634526.0,37
8634528.0,160
8634529.0,52
8634532.0,56
8634534.0,78
8634537.0,29
8634540.0,54
8634544.0,397
8634545.0,132
8634547.0,100
8634550.0,38
8634551.0,135
8634552.0,86
8634555.0,182
8634556.0,68
8634557.0,48
8634563.0,372
8634569.0,283
8634571.0,210
8634572.0,91
8634573.0,91
8634575.0,43
8634576.0,70
8634577.0,82
8634578.0,238
8634582.0,96
8634584.0,92
8634588.0,101
8634590.0,55
8634591.0,52
8634593.0,67
8634595.0,74
8634596.0,39
8634599.0,40
8634601.0,58
8634604.0,143
8634605.0,62
8634615.0,285
8634618.0,249
8634619.0,110
8634620.0,253
8634624.0,44
8634625.0,120
8634626.0,144
8634627.0,26
8634630.0,157
8634633.0,228
8634639.0,256
8634640.0,69
8634642.0,30
8634644.0,133
8634647.0,30
8634648.0,62
8634649.0,119
8634651.0,63
8634654.0,67
8634655.0,50
8634656.0,40
8634660.0,173
8634666.0,34
8634667.0,52
8634670.0,67
8634672.0,46
8634673.0,34
8634677.0,35
8634678.0,377
8634679.0,69
8634682.0,215
8634685.0,55
8634686.0,262
8634687.0,81
8634688.0,111
8634691.0,400
8634693.0,336
8634694.0,94
8634698.0,35
8634699.0,55
8634701.0,63
8634702.0,83
8634705.0,47
8634707.0,51
8634709.0,91
8634711.0,49
8634713.0,109
8634714.0,96
8634720.0,25
8634723.0,320
8634725.0,53
8634726.0,47
8634728.0,24
8634730.0,93
8634733.0,68
8631227.0,235
8634735.0,278
8631228.0,50
8634737.0,259
8634742.0,75
8634743.0,54
8634744.0,95
8634749.0,76
8634750.0,69
8634753.0,20
8634755.0,224
8634758.0,67
8634759.0,59
8634761.0,43
8631230.0,56
8634762.0,228
8634768.0,398
8634769.0,72
8631233.0,60
8634770.0,37
8634772.0,48
8634773.0,41
8634776.0,60
8634782.0,57
8634783.0,39
8634784.0,17
8634787.0,189
8634788.0,33
8634791.0,80
8634792.0,72
8634796.0,31
8634799.0,218
8634800.0,68
8634808.0,318
8634809.0,14
8634811.0,50
8634813.0,59
8634818.0,284
8634819.0,44
8634824.0,47
8634827.0,84
8634828.0,46
8637034.0,42
8634831.0,33
8634832.0,71
8634834.0,67
8634835.0,37
8634836.0,78
8634838.0,56
8634839.0,64
8634842.0,53
8634844.0,50
8634845.0,42
8634846.0,65
8637047.0,17
8637048.0,21
8637050.0,32
8637052.0,25
8637054.0,43
8631234.0,57
8637067.0,19
8637068.0,22
8637070.0,33
8637072.0,25
8637074.0,44
8637087.0,50
8637091.0,38
8631235.0,40
8637092.0,80
8631237.0,178
8637094.0,78
8637095.0,74
8637097.0,50
8637099.0,225
8637100.0,50
8637101.0,82
8637103.0,112
8637106.0,39
8637107.0,38
8637108.0,38
8637110.0,44
8637111.0,110
8637113.0,33
8637114.0,219
8637116.0,35
8637117.0,47
8637118.0,155
8637119.0,82
8637120.0,83
8637122.0,52
8637123.0,48
8637124.0,214
8637126.0,145
8637129.0,197
8637131.0,93
8637132.0,36
8637133.0,28
8637134.0,86
8637139.0,36
8637140.0,46
8637141.0,56
8637143.0,30
8637144.0,39
8637145.0,128
8637146.0,77
8637147.0,99
8631238.0,88
8637148.0,167
8637149.0,82
8637152.0,139
8637154.0,80
8637157.0,120
8637161.0,64
8637165.0,44
8637166.0,34
8637170.0,112
8631241.0,91
8637175.0,7
8631242.0,58
8637177.0,21
8637182.0,24
8637185.0,44
8637187.0,62
8637189.0,75
8637191.0,26
8637194.0,28
8637195.0,41
8637201.0,25
8637205.0,115
8649630.0,73
8637206.0,22
8637207.0,33
8637211.0,54
8637212.0,17
8637213.0,17
8637215.0,38
8637218.0,59
8637219.0,97
8637220.0,81
8637223.0,68
8637226.0,50
8637229.0,44
8637232.0,42
8637233.0,116
8637234.0,55
8637237.0,51
8637240.0,84
8637241.0,31
8637242.0,54
8631243.0,131
8637243.0,61
8637245.0,76
8637246.0,211
8637250.0,76
8637251.0,17
8637252.0,56
8637254.0,121
8637255.0,74
8637256.0,225
8637258.0,55
8637260.0,89
8637262.0,45
8637264.0,149
8637266.0,51
8637267.0,26
8637270.0,41
8637271.0,11
8648762.0,145
8637272.0,55
8637275.0,63
8637276.0,43
8637280.0,16
8637281.0,21
8637283.0,53
8637289.0,103
8637290.0,223
8637291.0,85
8637295.0,108
8637297.0,241
8637298.0,196
8637299.0,85
8637300.0,64
8631248.0,33
8637303.0,41
8637304.0,120
8637305.0,76
8637307.0,56
8637308.0,39
8637311.0,44
8637312.0,54
8637313.0,19
8637314.0,61
8637316.0,60
8637317.0,57
8637319.0,72
8631251.0,339
8637320.0,46
8637322.0,30
8637324.0,73
8637326.0,47
8637327.0,76
8637329.0,62
8637330.0,49
8637333.0,48
